key,TOTAL_POP,TOTAL_MALE,TOTAL_FEMALE,SEX_RATIO,HH_SIZE,ENUMERATED_HH,QUICK_COUNT_HH,csv_pop_total,csv_pop_male,csv_pop_female,csv_hh_total,csv_sex_ratio,pop_diff,match_method,population,area_km2,density
26|00|18|710|257|068,1738,761,977,78,3.5,492,510,1738.0,761.0,977.0,492.0,77.89,0.0,code_match,1738,1.1424701683319087,1521.3
26|00|18|710|405|208,1768,778,990,79,4.2,422,200,1768.0,778.0,990.0,422.0,78.59,0.0,code_match,1768,0.44189806800405257,4000.9
26|00|18|710|487|248,4685,2117,2568,82,4.3,1102,1040,4685.0,2117.0,2568.0,1102.0,82.44,0.0,code_match,4685,1.382367938910646,3389.1
26|00|18|710|487|249,2010,954,1046,91,4.2,473,450,2010.0,954.0,1046.0,473.0,91.2,0.0,code_match,2010,0.413690014711681,4858.7
26|00|18|710|497|128,110,42,68,62,4.2,26,40,110.0,42.0,68.0,26.0,61.76,0.0,code_match,110,0.17178495676755012,640.3
26|00|18|710|497|248,1016,440,576,76,4.1,248,331,1016.0,440.0,576.0,248.0,76.39,0.0,code_match,1016,0.3429910131326123,2962.2
26|00|18|710|720|068,1649,843,806,105,4.3,383,361,1648.0,843.0,805.0,383.0,104.72,-1.0,code_match,1649,1.1594649531363574,1422.2
26|00|18|710|720|076,1641,773,868,89,4.1,396,330,1641.0,773.0,868.0,396.0,89.06,0.0,code_match,1641,2.587094549561348,634.3
26|00|18|710|720|128,301,133,168,79,4.1,73,80,301.0,133.0,168.0,73.0,79.17,0.0,code_match,301,0.12917538343969673,2330.2
26|00|18|710|720|136,2313,1038,1275,81,4.1,565,500,2313.0,1038.0,1275.0,565.0,81.41,0.0,code_match,2313,0.5527755682222277,4184.3
26|00|18|710|720|248,500,233,267,87,4.1,122,100,500.0,233.0,267.0,122.0,87.27,0.0,code_match,500,0.6577232661304248,760.2
26|00|18|710|720|316,3479,1591,1888,84,4.2,831,790,3479.0,1591.0,1888.0,831.0,84.27,0.0,code_match,3479,0.5426130716088396,6411.6
26|00|18|710|720|324,1592,668,924,72,3.9,404,370,2602.0,1107.0,1495.0,671.0,74.05,1010.0,code_match,1592,0.14176443209838085,11229.9
26|00|18|710|720|332,1010,439,571,77,3.8,267,260,,,,,,,gpkg_only_no_census_match,1010,0.31272337791686383,3229.7
26|60|18|001|452|268,1850,887,963,92,4.1,450,270,1851.0,888.0,963.0,450.0,92.21,1.0,code_match,1850,0.18098092851944722,10222.1
26|60|18|001|452|328,2713,1320,1393,95,4.0,677,510,2714.0,1321.0,1393.0,677.0,94.83,1.0,code_match,2713,0.3124512357135386,8683.0
26|60|18|001|452|336,2473,1233,1240,99,3.8,649,370,2473.0,1233.0,1240.0,649.0,99.44,0.0,code_match,2473,0.2544142406648958,9720.4
26|60|18|002|367|068,2163,1099,1064,103,4.1,526,530,2142.0,1077.0,1065.0,526.0,101.13,-21.0,code_match,2163,0.3253667694159271,6647.9
26|60|18|002|367|408,1732,820,912,90,3.9,442,330,1732.0,820.0,912.0,442.0,89.91,0.0,code_match,1732,0.255814605366768,6770.5
26|60|18|002|408|232,1384,639,745,86,4.1,338,380,260.0,127.0,133.0,61.0,95.49,-1124.0,name_match_fallback,1384,0.30397279667787686,4553.0
26|60|18|003|367|416,1164,539,625,86,4.2,279,250,1164.0,539.0,625.0,279.0,86.24,0.0,code_match,1164,0.15976593119154342,7285.7
26|60|18|003|367|432,759,323,436,74,3.9,193,190,759.0,323.0,436.0,193.0,74.08,0.0,code_match,759,0.11443601675305494,6632.5
26|60|18|003|367|440,748,327,421,78,3.9,190,180,748.0,327.0,421.0,190.0,77.67,0.0,code_match,748,0.11547451126382723,6477.6
26|60|18|003|367|456,773,340,433,79,3.9,200,190,772.0,339.0,433.0,200.0,78.29,-1.0,code_match,773,0.11910220286651928,6490.2
26|60|18|003|408|168,1274,564,710,79,4.1,307,240,1271.0,564.0,707.0,307.0,79.77,-3.0,code_match,1274,0.9042600758454381,1408.9
26|60|18|003|408|428,1442,624,818,76,4.0,363,430,1441.0,623.0,818.0,363.0,76.16,-1.0,code_match,1442,0.14221813781346446,10139.4
26|60|18|004|367|068,923,438,485,90,4.3,215,140,923.0,438.0,485.0,215.0,90.31,0.0,code_match,923,0.09771861703140132,9445.5
26|60|18|004|367|100,3172,1506,1666,90,4.1,776,560,3152.0,1487.0,1665.0,776.0,89.31,-20.0,code_match,3172,0.3868087386007728,8200.4
26|60|18|004|367|424,2411,1094,1317,83,4.0,606,480,2411.0,1094.0,1317.0,606.0,83.07,0.0,code_match,2411,0.2955113011069635,8158.7
26|60|18|004|367|448,902,419,483,87,4.2,215,125,902.0,419.0,483.0,215.0,86.75,0.0,code_match,902,0.18722435798670448,4817.7
26|60|18|005|367|084,1399,660,739,89,3.8,364,340,1399.0,660.0,739.0,364.0,89.31,0.0,code_match,1399,0.18432330830730928,7589.9
26|60|18|005|367|092,941,425,516,82,3.8,246,210,941.0,425.0,516.0,246.0,82.36,0.0,code_match,941,0.4257914237502517,2210.0
26|60|18|005|367|108,2215,1016,1199,85,3.9,568,550,2214.0,1015.0,1199.0,568.0,84.65,-1.0,code_match,2215,0.4500524236564405,4921.6
26|60|18|005|536|276,673,284,389,73,4.2,162,140,673.0,284.0,389.0,162.0,73.01,0.0,code_match,673,0.10941927845775029,6150.7
26|60|18|006|073|028,2160,1045,1115,94,4.4,490,280,2160.0,1045.0,1115.0,490.0,93.72,0.0,code_match,2160,0.43689825551154843,4943.9
26|60|18|006|367|076,1109,574,535,107,4.2,261,261,1109.0,574.0,535.0,261.0,107.29,0.0,code_match,1109,0.19981426992893078,5550.2
26|60|18|006|452|064,1416,740,676,110,3.8,371,280,1415.0,739.0,676.0,371.0,109.32,-1.0,code_match,1416,0.16154976662531328,8765.1
26|60|18|006|536|276,1683,837,846,99,4.5,377,351,1683.0,837.0,846.0,377.0,98.94,0.0,code_match,1683,0.6452895026277011,2608.1
26|60|18|007|258|076,5427,2472,2955,84,4.0,1342,930,5428.0,2472.0,2956.0,1342.0,83.63,1.0,code_match,5427,1.8976506383532614,2859.9
26|60|18|007|404|208,852,383,469,82,4.7,183,230,852.0,383.0,469.0,183.0,81.66,0.0,code_match,852,0.5010516131409847,1700.4
26|60|18|007|720|076,377,167,210,80,4.0,95,100,377.0,167.0,210.0,95.0,79.52,0.0,code_match,377,0.2600533268087862,1449.7
26|60|18|008|257|028,2171,965,1206,80,3.9,559,410,2171.0,965.0,1206.0,559.0,80.02,0.0,code_match,2171,1.4856397690887042,1461.3
26|60|18|008|257|208,1231,561,670,84,3.9,318,420,1231.0,561.0,670.0,318.0,83.73,0.0,code_match,1231,0.42427330763672083,2901.4
26|60|18|008|257|268,1086,554,532,104,4.5,244,204,1086.0,554.0,532.0,244.0,104.14,0.0,code_match,1086,0.9676891945662259,1122.3
26|60|18|009|449|228,1131,504,627,80,3.7,302,220,1131.0,504.0,627.0,302.0,80.38,0.0,code_match,1131,1.0822284043485328,1045.1
26|60|18|009|449|232,430,206,224,92,4.0,108,90,260.0,127.0,133.0,61.0,95.49,-170.0,name_match_fallback,430,0.05637268452386977,7627.8
26|60|18|009|449|348,190,76,114,67,4.0,48,100,190.0,76.0,114.0,48.0,66.67,0.0,code_match,190,1.0530835308709434,180.4
26|60|18|009|919|068,1164,514,650,79,3.9,296,330,1164.0,514.0,650.0,296.0,79.08,0.0,code_match,1164,0.2277450748771833,5111.0
26|60|18|009|919|408,2836,1301,1535,85,4.0,712,640,2836.0,1301.0,1535.0,712.0,84.76,0.0,code_match,2836,1.0373964029998275,2733.8
26|00|38|109|144|048,8332,4375,3952,111,3.5,2349,2035,8332.0,4375.0,3952.0,2328.0,110.7,0.0,code_match,8332,0.0819378362560213,101686.8
26|00|38|109|144|128,1599,834,765,109,3.9,415,450,1599.0,834.0,765.0,415.0,109.02,0.0,code_match,1599,0.029049731460329645,55043.5
26|00|38|109|144|208,4238,2243,1995,112,3.7,1157,1160,4238.0,2243.0,1995.0,1157.0,112.43,0.0,code_match,4238,0.06816168972060646,62175.7
26|00|38|109|144|268,3086,1600,1486,108,3.9,799,680,3084.0,1600.0,1484.0,799.0,107.82,-2.0,code_match,3086,0.017588926885903248,175451.3
26|00|38|109|144|408,2317,1197,1120,107,3.8,607,535,2317.0,1197.0,1120.0,606.0,106.88,0.0,code_match,2317,0.019069034070849818,121505.9
26|00|38|109|393|308,3326,1717,1609,107,3.8,884,725,3326.0,1717.0,1609.0,884.0,106.71,0.0,code_match,3326,0.028896318609057083,115101.2
26|00|38|109|393|316,11582,6637,4945,134,3.9,2982,2739,11599.0,6654.0,4945.0,2982.0,134.56,17.0,code_match,11582,0.1065173398155838,108733.5
26|00|38|109|393|324,5536,3198,2338,137,4.0,1383,1174,5553.0,3215.0,2338.0,1383.0,137.51,17.0,code_match,5536,0.12158416529401642,45532.2
26|00|38|109|393|332,5613,4936,677,729,3.9,1430,1380,5667.0,4983.0,684.0,1430.0,728.51,54.0,code_match,5613,0.07833919764388048,71650.0
26|00|38|109|393|340,2977,1586,1391,114,3.7,798,660,2977.0,1586.0,1391.0,798.0,114.02,0.0,code_match,2977,0.028731109564491448,103615.9
26|00|38|109|393|348,2181,1404,777,181,3.5,628,570,2183.0,1406.0,777.0,628.0,180.95,2.0,code_match,2181,0.12270582416577892,17774.2
26|00|38|109|393|356,5148,3078,2070,149,3.9,1326,810,5148.0,3078.0,2070.0,1326.0,148.7,0.0,code_match,5148,0.03155225407754264,163157.9
26|00|38|109|393|364,11059,9338,1721,543,3.5,3179,3420,11265.0,9518.0,1747.0,3179.0,544.82,206.0,code_match,11059,0.17102157948712993,64664.4
26|00|38|109|393|372,2102,1117,985,113,3.9,542,530,2102.0,1117.0,985.0,542.0,113.4,0.0,code_match,2102,0.03823749634499258,54972.2
26|00|38|109|393|380,6102,3203,2899,111,3.8,1619,1090,6102.0,3203.0,2899.0,1619.0,110.49,0.0,code_match,6102,0.04052052904612524,150590.3
26|00|38|109|429|208,4247,3063,1178,260,3.9,1079,810,4247.0,3063.0,1178.0,1079.0,260.02,0.0,code_match,4247,0.03377329973339471,125750.2
26|00|38|143|000|000,0,0,0,0,0.0,0,0,,,,,,,gpkg_only_no_census_match,0,1.15514640840679,0.0
26|00|38|143|075|028,4273,2215,2058,108,4.1,1046,788,4273.0,2215.0,2058.0,1046.0,107.63,0.0,code_match,4273,1.1825744182209021,3613.3
26|00|38|143|075|068,2204,1062,1142,93,3.6,614,595,2204.0,1062.0,1142.0,613.0,92.99,0.0,code_match,2204,0.8751804307489233,2518.3
26|00|38|143|086|028,1306,689,617,112,4.4,299,260,1306.0,689.0,617.0,299.0,111.67,0.0,code_match,1306,0.34089343802714955,3831.1
26|00|38|143|086|048,383,198,185,107,4.2,92,78,383.0,198.0,185.0,92.0,107.03,0.0,code_match,383,0.3869821867402584,989.7
26|00|38|143|086|268,231,130,101,129,4.4,52,60,231.0,130.0,101.0,52.0,128.71,0.0,code_match,231,0.08493885895931769,2719.6
26|00|38|143|086|388,60,29,31,94,4.0,15,13,60.0,29.0,31.0,15.0,93.55,0.0,code_match,60,0.06393377571777167,938.5
26|00|38|143|086|408,1181,627,554,113,4.2,279,195,1179.0,627.0,552.0,278.0,113.59,-2.0,code_match,1181,0.8602350497277307,1372.9
26|00|38|143|095|028,224,125,99,126,3.1,72,68,224.0,125.0,99.0,72.0,126.26,0.0,code_match,224,0.15446950577500504,1450.1
26|00|38|143|095|036,556,314,242,130,4.0,139,117,556.0,314.0,242.0,139.0,129.75,0.0,code_match,556,1.2223527333266504,454.9
26|00|38|143|095|054,789,417,372,112,3.7,214,203,789.0,417.0,372.0,214.0,112.1,0.0,code_match,789,0.7826443807222537,1008.1
26|00|38|143|136|028,4687,2295,2392,96,3.5,1338,1200,4687.0,2295.0,2392.0,1338.0,95.94,0.0,code_match,4687,2.142927539327949,2187.2
26|00|38|143|136|036,1312,621,691,90,3.8,347,302,1312.0,621.0,691.0,346.0,89.87,0.0,code_match,1312,0.509727892927018,2573.9
26|00|38|143|136|044,4584,2373,2211,107,3.9,1184,1160,4583.0,2373.0,2210.0,1183.0,107.38,-1.0,code_match,4584,0.7053474249549799,6498.9
26|00|38|143|136|068,747,408,339,120,3.0,249,185,747.0,408.0,339.0,249.0,120.35,0.0,code_match,747,0.5159888025898411,1447.7
26|00|38|143|136|076,2955,1573,1382,114,4.2,700,644,2955.0,1573.0,1382.0,700.0,113.82,0.0,code_match,2955,1.9808895673544384,1491.8
26|00|38|143|136|348,3448,1877,1571,120,4.3,793,636,3446.0,1877.0,1569.0,793.0,119.63,-2.0,code_match,3448,0.4561462272224999,7559.0
26|00|38|143|137|048,910,431,479,90,3.2,282,344,910.0,431.0,479.0,282.0,89.98,0.0,code_match,910,1.1446974998997268,795.0
26|00|38|143|183|068,1372,686,686,100,3.8,359,200,1372.0,686.0,686.0,359.0,100.0,0.0,code_match,1372,0.37078296807061895,3700.3
26|00|38|143|185|068,420,196,224,88,3.8,111,120,420.0,196.0,224.0,111.0,87.5,0.0,code_match,420,0.9289858993052951,452.1
26|00|38|143|185|208,489,237,252,94,4.3,115,117,489.0,237.0,252.0,115.0,94.05,0.0,code_match,489,0.4733703301566073,1033.0
26|00|38|143|185|248,457,238,219,109,4.3,106,118,457.0,238.0,219.0,106.0,108.68,0.0,code_match,457,0.3960805773710965,1153.8
26|00|38|143|433|208,503,259,244,106,4.3,116,112,503.0,259.0,244.0,116.0,106.15,0.0,code_match,503,1.0428003997859945,482.4
26|00|38|143|433|216,935,505,430,117,4.1,229,225,935.0,505.0,430.0,229.0,117.44,0.0,code_match,935,0.8355983653077673,1119.0
26|00|38|143|435|208,1416,807,609,133,4.1,342,287,1415.0,807.0,608.0,342.0,132.73,-1.0,code_match,1416,0.42759827246146315,3311.5
26|00|38|143|435|216,117,55,62,89,3.0,39,35,117.0,55.0,62.0,39.0,88.71,0.0,code_match,117,0.17944962789786245,652.0
26|00|38|143|616|308,692,353,338,104,3.4,206,220,692.0,353.0,338.0,205.0,104.44,0.0,code_match,692,0.4290702256975304,1612.8
26|00|38|143|684|000,0,0,0,0,0.0,0,0,,,,,,,gpkg_only_no_census_match,0,0.3142149145525082,0.0
26|00|38|143|760|068,971,464,507,92,4.3,226,205,971.0,464.0,507.0,226.0,91.52,0.0,code_match,971,0.5565481900975005,1744.7
26|00|38|143|760|408,561,298,262,114,2.6,213,150,561.0,298.0,262.0,213.0,113.74,0.0,code_match,561,0.16459371669050019,3408.4
26|00|38|143|760|416,1118,567,551,103,4.5,247,160,1118.0,567.0,551.0,247.0,102.9,0.0,code_match,1118,0.1443076856959325,7747.3
26|00|38|342|132|028,1014,575,439,131,5.0,201,207,1013.0,574.0,439.0,201.0,130.75,-1.0,code_match,1014,0.6450900118578509,1571.9
26|00|38|342|132|048,375,184,191,96,4.1,92,113,375.0,184.0,191.0,92.0,96.34,0.0,code_match,375,0.1737206322965878,2158.6
26|00|38|342|132|054,1840,930,910,102,4.2,439,440,1840.0,930.0,910.0,439.0,102.2,0.0,code_match,1840,0.6889742403673814,2670.6
26|00|38|342|132|168,1856,868,988,88,3.8,485,440,1856.0,868.0,988.0,485.0,87.85,0.0,code_match,1856,0.6064232694896111,3060.6
26|00|38|342|132|208,1349,685,663,103,4.5,301,306,1349.0,685.0,664.0,301.0,103.16,0.0,code_match,1349,1.0193541679822586,1323.4
26|00|38|342|132|216,2654,1423,1231,116,4.3,614,412,2654.0,1423.0,1231.0,612.0,115.6,0.0,code_match,2654,2.243708579051751,1182.9
26|00|38|342|138|228,1737,1020,717,142,4.3,402,290,1735.0,1020.0,715.0,402.0,142.66,-2.0,code_match,1737,0.8511826462797969,2040.7
26|00|38|342|138|248,959,472,487,97,4.1,234,170,959.0,472.0,487.0,234.0,96.92,0.0,code_match,959,0.6469994035527176,1482.2
26|00|38|342|322|028,4137,1976,2161,91,3.8,1082,870,4137.0,1976.0,2161.0,1082.0,91.44,0.0,code_match,4137,0.9446635427466501,4379.3
26|00|38|342|322|036,1564,761,803,95,3.7,421,404,1564.0,761.0,803.0,421.0,94.77,0.0,code_match,1564,0.7301175276216536,2142.1
26|00|38|342|322|044,1018,519,499,104,4.1,250,230,1018.0,519.0,499.0,250.0,104.01,0.0,code_match,1018,0.39456214847882304,2580.1
26|00|38|342|322|052,2014,1148,866,133,4.5,445,440,2014.0,1148.0,866.0,445.0,132.56,0.0,code_match,2014,0.7034124808930359,2863.2
26|00|38|342|322|054,2320,1053,1267,83,4.1,564,520,2320.0,1053.0,1267.0,564.0,83.11,0.0,code_match,2320,0.7245105583117726,3202.2
26|00|38|342|322|088,2503,1197,1306,92,3.9,643,612,2503.0,1197.0,1306.0,643.0,91.65,0.0,code_match,2503,2.2046519031523912,1135.3
26|00|38|342|322|168,998,450,548,82,3.8,263,206,998.0,450.0,548.0,263.0,82.12,0.0,code_match,998,0.5954194974667006,1676.1
26|00|38|342|322|208,546,270,276,98,4.5,121,115,546.0,270.0,276.0,121.0,97.83,0.0,code_match,546,0.2946273253868724,1853.2
26|00|38|342|322|228,453,229,224,102,4.2,107,100,453.0,229.0,224.0,107.0,102.23,0.0,code_match,453,0.32491704925644327,1394.2
26|00|38|342|322|348,698,339,359,94,4.0,173,170,698.0,339.0,359.0,173.0,94.43,0.0,code_match,698,0.4744535738851006,1471.2
26|00|38|342|322|368,1222,591,631,94,3.7,332,273,1222.0,591.0,631.0,332.0,93.66,0.0,code_match,1222,0.5853011049556668,2087.8
26|00|38|342|323|148,1095,538,557,97,4.0,273,270,1095.0,538.0,557.0,273.0,96.59,0.0,code_match,1095,1.5599799871298514,701.9
26|00|38|342|323|248,1114,550,564,98,4.2,266,273,1114.0,550.0,564.0,266.0,97.52,0.0,code_match,1114,1.2554446329873257,887.3
26|00|38|342|389|188,1068,510,558,91,3.8,282,341,1068.0,510.0,558.0,282.0,91.4,0.0,code_match,1068,0.6034973406832054,1769.7
26|00|38|342|389|208,812,373,439,85,3.8,213,170,812.0,373.0,439.0,213.0,84.97,0.0,code_match,812,1.324213040251344,613.2
26|00|38|342|506|028,980,478,502,95,4.2,231,206,980.0,478.0,502.0,231.0,95.22,0.0,code_match,980,0.2116892624623954,4629.4
26|00|38|342|506|188,1237,573,664,86,3.9,318,200,1237.0,573.0,664.0,318.0,86.3,0.0,code_match,1237,0.14434652345488294,8569.7
26|00|38|342|506|248,3544,1700,1844,92,3.8,936,713,3544.0,1700.0,1844.0,936.0,92.19,0.0,code_match,3544,1.095032278033305,3236.4
26|00|38|342|506|348,789,413,376,110,3.5,228,210,789.0,413.0,376.0,228.0,109.84,0.0,code_match,789,0.2759003712813155,2859.7
26|00|38|409|139|048,5757,3042,2715,112,4.0,1450,1558,5756.0,3041.0,2715.0,1449.0,112.01,-1.0,code_match,5757,0.10277015031984281,56018.2
26|00|38|409|139|128,2223,1149,1074,107,4.1,547,450,2223.0,1150.0,1073.0,547.0,107.18,0.0,code_match,2223,0.041350940317217505,53759.4
26|00|38|409|139|228,2228,1199,1029,117,4.2,532,438,2237.0,1208.0,1029.0,532.0,117.4,9.0,code_match,2228,0.06667800532953813,33414.3
26|00|38|409|179|028,18578,9952,8626,115,3.4,5442,4517,18576.0,9952.0,8624.0,5441.0,115.4,-2.0,code_match,18578,0.21839277339644972,85066.9
26|00|38|409|179|068,3031,1528,1503,102,3.6,846,730,3031.0,1528.0,1503.0,846.0,101.66,0.0,code_match,3031,0.04239862429783058,71488.2
26|00|38|409|392|028,2240,1136,1104,103,4.0,556,480,2240.0,1136.0,1104.0,556.0,102.9,0.0,code_match,2240,0.03451565624597252,64898.1
26|00|38|409|392|056,9044,4668,4372,107,3.4,2641,1824,9044.0,4668.0,4372.0,2641.0,106.77,0.0,code_match,9044,0.16019080720774903,56457.7
26|00|38|409|392|148,4304,2279,2025,113,4.0,1083,1047,4304.0,2279.0,2025.0,1083.0,112.54,0.0,code_match,4304,0.05603070427075837,76815.0
26|00|38|409|392|156,4321,2149,2172,99,3.7,1162,1120,4321.0,2149.0,2172.0,1162.0,98.94,0.0,code_match,4321,0.04805982967409856,89908.8
26|00|38|409|392|168,11967,6435,5531,116,3.6,3287,2781,11966.0,6435.0,5530.0,3284.0,116.37,-1.0,code_match,11967,0.1257031686554729,95200.5
26|00|38|409|392|188,1630,839,791,106,3.5,471,510,1630.0,839.0,791.0,471.0,106.07,0.0,code_match,1630,0.016698421540627655,97614.0
26|00|38|409|392|268,5026,2581,2445,106,3.6,1414,1220,5026.0,2581.0,2445.0,1413.0,105.56,0.0,code_match,5026,0.06696160458525638,75057.9
26|00|38|409|392|308,2282,1192,1090,109,3.7,613,625,2289.0,1199.0,1090.0,613.0,110.0,7.0,code_match,2282,0.17845400705793663,12787.6
26|00|38|409|505|028,2797,1470,1327,111,3.5,804,650,2797.0,1470.0,1327.0,804.0,110.78,0.0,code_match,2797,0.06498834663565549,43038.5
26|00|38|409|505|048,2794,1519,1275,119,4.0,692,635,2794.0,1519.0,1275.0,692.0,119.14,0.0,code_match,2794,0.03968929937856589,70396.8
26|00|38|409|505|056,3568,1830,1738,105,4.0,893,745,3567.0,1829.0,1738.0,893.0,105.24,-1.0,code_match,3568,0.058124643686809925,61385.3
26|00|38|409|505|208,1060,554,506,110,3.5,307,375,1060.0,554.0,506.0,307.0,109.49,0.0,code_match,1060,0.0083206735164379,127393.5
26|00|38|409|505|216,4934,2535,2399,106,3.9,1250,1106,4934.0,2535.0,2399.0,1250.0,105.67,0.0,code_match,4934,0.17592339478274066,28046.3
26|00|38|409|505|248,20653,10678,9975,107,3.9,5336,4776,20653.0,10678.0,9975.0,5336.0,107.05,0.0,code_match,20653,0.37026688089657983,55778.7
26|00|38|409|505|268,6432,3296,3136,105,3.7,1721,1248,6432.0,3296.0,3136.0,1721.0,105.1,0.0,code_match,6432,0.06397411544319855,100540.7
26|00|38|409|505|348,9901,5037,4864,104,3.9,2563,2298,9900.0,5037.0,4863.0,2563.0,103.58,-1.0,code_match,9901,0.17543474306474452,56436.9
26|00|38|443|034|016,494,222,272,82,2.9,168,64,494.0,222.0,272.0,168.0,81.62,0.0,code_match,494,0.9926864548112433,497.6
26|00|38|443|034|028,85,42,43,98,4.5,19,20,85.0,42.0,43.0,19.0,97.67,0.0,code_match,85,0.05613607926742869,1514.2
26|00|38|443|034|036,428,224,204,110,3.6,118,128,428.0,224.0,204.0,118.0,109.8,0.0,code_match,428,0.07368049188314393,5808.9
26|00|38|443|034|049,1304,636,668,95,3.6,367,320,1304.0,636.0,668.0,367.0,95.21,0.0,code_match,1304,1.6144786041403918,807.7
26|00|38|443|034|168,140,71,69,103,4.4,32,20,140.0,71.0,69.0,32.0,102.9,0.0,code_match,140,0.0672987633101308,2080.3
26|00|38|443|034|268,1070,575,495,116,3.7,288,251,1070.0,575.0,495.0,288.0,116.16,0.0,code_match,1070,0.2969366286838709,3603.5
26|00|38|443|034|348,921,483,438,110,3.7,248,167,921.0,483.0,438.0,248.0,110.27,0.0,code_match,921,0.16121824333076606,5712.8
26|00|38|443|034|368,100,47,53,89,3.2,31,45,100.0,47.0,53.0,31.0,88.68,0.0,code_match,100,0.09025729452144934,1107.9
26|00|38|443|034|388,408,286,122,234,4.9,84,129,408.0,286.0,122.0,84.0,234.43,0.0,code_match,408,0.048226252916244716,8460.1
26|00|38|443|036|016,1017,482,535,90,3.4,299,374,1017.0,482.0,535.0,299.0,90.09,0.0,code_match,1017,0.35912440595277406,2831.9
26|00|38|443|036|048,624,306,318,96,3.7,170,198,624.0,306.0,318.0,170.0,96.23,0.0,code_match,624,0.8744749476053024,713.6
26|00|38|443|036|053,1021,502,519,97,3.5,289,345,1021.0,502.0,519.0,289.0,96.72,0.0,code_match,1021,0.6591037253212195,1549.1
26|00|38|443|036|128,637,303,334,91,3.2,201,275,637.0,303.0,334.0,201.0,90.72,0.0,code_match,637,0.208904578778585,3049.2
26|00|38|443|037|054,863,403,460,88,3.9,222,212,863.0,403.0,460.0,222.0,87.61,0.0,code_match,863,0.41718662078226443,2068.6
26|00|38|443|076|028,107,56,51,110,3.2,33,53,107.0,56.0,51.0,33.0,109.8,0.0,code_match,107,0.2987024479414751,358.2
26|00|38|443|084|268,387,202,185,109,3.0,128,65,387.0,202.0,185.0,128.0,109.19,0.0,code_match,387,0.8489982398157875,455.8
26|00|38|443|088|028,1636,809,826,98,3.5,466,480,1636.0,809.0,826.0,466.0,97.94,0.0,code_match,1636,0.86965386852455,1881.2
26|00|38|443|088|036,1525,684,841,81,3.4,443,380,1524.0,684.0,840.0,443.0,81.43,-1.0,code_match,1525,0.71955704861067,2119.4
26|00|38|443|088|208,1609,754,855,88,3.4,469,419,1609.0,754.0,855.0,469.0,88.19,0.0,code_match,1609,0.8421119360342082,1910.7
26|00|38|443|088|248,51,23,28,82,3.0,17,55,51.0,23.0,28.0,17.0,82.14,0.0,code_match,51,0.03971280279182869,1284.2
26|00|38|443|088|348,416,215,201,107,3.7,112,75,416.0,215.0,201.0,112.0,106.97,0.0,code_match,416,0.14002853728618259,2970.8
26|00|38|443|091|028,784,375,409,92,3.7,212,206,784.0,375.0,409.0,212.0,91.69,0.0,code_match,784,0.3712078310281491,2112.0
26|00|38|443|091|048,1187,548,639,86,3.5,337,356,1187.0,548.0,639.0,337.0,85.76,0.0,code_match,1187,0.17736497259376122,6692.4
26|00|38|443|091|208,1821,865,956,91,3.3,560,658,1821.0,865.0,956.0,560.0,90.48,0.0,code_match,1821,0.6218349193171336,2928.4
26|00|38|443|091|248,345,175,170,103,3.1,111,120,345.0,175.0,170.0,110.0,102.94,0.0,code_match,345,0.41800718064660325,825.3
26|00|38|443|091|268,749,356,393,91,3.6,207,185,749.0,356.0,393.0,207.0,90.59,0.0,code_match,749,0.2299812144655974,3256.8
26|00|38|443|091|348,430,209,221,95,3.6,120,70,430.0,209.0,221.0,120.0,94.57,0.0,code_match,430,0.07213970846575843,5960.7
